,avg(pkt_len),stddev(pkt_len),fb_ratio,inter_arrival_time,pkt_count,duration,pkt_len,is_tcp,outcome
1591,170.78571428571428,384.5393205005036,1.0,0.0456423846153834,14,0.5933509999999842,2391.0,1,voip
1905,106.0,-1.0,0.0,-1.0,1,0.015271999999981743,106.0,0,voip
2944,842.5244979919679,344.6233865239522,-1.0,0.002831943729903534,1245,3.5229379999999964,1048943.0,0,voip
1434,69.7,81.7231777268712,1.0,3.3753843333332854,10,30.37845899999957,697.0,1,voip
1635,170.78571428571428,384.5393205005036,1.0,0.015811846153846103,14,0.20555399999999927,2391.0,1,voip
2048,20.0,-1.0,0.0,-1.0,1,0.004420999999979358,20.0,1,voip
299,170.78571428571428,384.5393205005036,1.0,0.014995999999987712,14,0.19494799999984025,2391.0,1,voip
1050,170.78571428571428,384.5393205005036,1.0,0.02085615384616036,14,0.2711300000000847,2391.0,1,voip
2407,170.78571428571428,384.5393205005036,1.0,0.01703100000000072,14,0.2214030000000093,2391.0,1,voip
1068,170.78571428571428,384.5393205005036,1.0,0.03252200000000016,14,0.4227860000000021,2391.0,1,voip
1046,170.78571428571428,384.5393205005036,1.0,0.02186938461538655,14,0.28430200000002515,2391.0,1,voip
861,170.78571428571428,384.5393205005036,1.0,0.06937223076923041,14,0.9018389999999954,2391.0,1,voip
52,256.85714285714283,519.6026376943261,1.0,0.2636081538461562,14,3.426906000000031,3596.0,1,voip
2814,758.349710982659,375.1719285217752,-1.0,0.003947353579175732,1384,5.459190000000034,1049556.0,0,voip
330,20.0,-1.0,0.0,-1.0,1,0.012180999999998221,20.0,1,voip
902,205.76744186046508,390.0619509531728,1.3888888888888888,4.179989809523806,43,175.55957199999992,8848.0,1,voip
2308,170.78571428571428,384.5393205005036,1.0,0.014256307692308975,14,0.1853320000000167,2391.0,1,voip
1800,85.0,-1.0,0.0,-1.0,1,0.036924999999882864,85.0,0,voip
1023,170.78571428571428,384.5393205005036,1.0,0.08610892307692318,14,1.119416000000001,2391.0,1,voip
1620,170.78571428571428,384.5393205005036,1.0,0.01546723076922682,14,0.20107399999994868,2391.0,1,voip
